,Age,Gender,MaritalStatus,SmokerStatus,LifeStyle,LanguageSpoken,Education,Race,Nationality,MovingToNewCompany,Occupation,Telco,ResidentialType,NoofDependent,FamilyExpenses_monthly,AnnualSalary,Need1,Need2,PurchasedPlan1,Transport,PurchasedPlan2,MedicalComplication,lat,lon,Berjaya Starbucks Coffee Company Sdn Bhd,The Coffee Bean & Tea Leaf (M) Sdn Bhd ,Dommal Food Services Sdn Bhd,Pizza Hut Restaurants Sdn Bhd ,Wonderful Lifestyle Sdn Bhd
117,18,female,single,sometimes,outdoor,english,Diploma,chinese,others,yes,privateEemployee,celcom,condominium,2,3443,70753,PersonalMedical,KidEducation,COVIDFree,driving,KidsEdu,yes,3.087949425,101.6765165,1,0,1,1,0
118,39,male,married,sometimes,pub_goer,english,Bachelor,chinese,Malaysian,yes,selfEmployed,celcom,condominium,3,6616,173059,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,yes,3.135144418,101.6599343,5,2,0,0,0
119,24,male,married,frequent,outdoor,mandarin,Diploma,others,Malaysian,no,govServant,umobile,terrace,2,10081,148591,PersonalMedical,KidSaving,COVIDFree,driving,NoMoneyDown,no,3.195006593,101.7105501,0,1,0,1,0
120,26,male,single,once_in_a_while,pub_goer,malay,Master,malay,Malaysian,no,privateEemployee,maxis,bungalow,2,7567,72797,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,yes,3.107249315,101.6539275,4,2,0,1,5
121,42,male,single,once_in_a_while,outdoor,malay,PhD,others,Malaysian,yes,govServant,celcom,flat,2,5467,173939,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,yes,3.170550641,101.6897787,2,2,1,2,3
122,25,male,married,once_in_a_while,home,mandarin,Bachelor,indian,Malaysian,no,govServant,digi,flat,3,4023,121181,PersonalSaving,KidMedical,COVIDFree,driving,KidsEdu,no,3.091090936,101.7174194,0,0,2,0,1
123,38,female,single,frequent,outdoor,english,Bachelor,chinese,Malaysian,yes,govServant,celcom,condominium,3,8133,142894,PersonalMedical,KidMedical,HomeSafe,publicTransport,NoMoneyDown,no,3.103679633,101.7168154,0,0,1,0,1
124,25,male,single,sometimes,home,english,Bachelor,malay,Malaysian,yes,employer,celcom,flat,2,3984,100560,PersonalSaving,KidMedical,HomeSafe,publicTransport,NoMoneyDown,yes,3.192620842,101.6939276,0,0,1,2,1
125,34,female,married,frequent,home,malay,Diploma,chinese,Malaysian,no,govServant,celcom,flat,2,3241,61480,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,no,3.204666102,101.7054472,0,1,1,1,0
126,40,female,married,sometimes,home,english,Diploma,others,others,no,govServant,digi,flat,2,5251,176106,PersonalRetirement,KidSaving,COVIDFree,driving,NoMoneyDown,yes,3.085254589,101.643096,0,0,0,0,0
127,42,female,married,sometimes,pub_goer,english,Master,malay,Malaysian,no,privateEemployee,maxis,terrace,2,9754,174018,PersonalRetirement,KidSaving,HomeSafe,driving,KidsEdu,yes,3.123742386,101.7001483,1,1,1,0,0
128,40,male,married,frequent,outdoor,english,Diploma,malay,Malaysian,no,govServant,digi,flat,2,4114,198711,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,no,3.118538353,101.737144,1,2,0,2,0
129,41,female,married,sometimes,pub_goer,english,Bachelor,chinese,Malaysian,yes,privateEemployee,digi,condominium,2,6035,157903,PersonalMedical,KidMedical,HomeSafe,publicTransport,KidsEdu,no,3.139043595,101.6422763,2,2,0,0,0
130,19,male,married,frequent,home,english,Master,indian,others,yes,privateEemployee,umobile,terrace,3,5627,85712,PersonalMedical,KidSaving,HomeSafe,publicTransport,KidsEdu,yes,3.150963573,101.7358375,5,2,1,1,1
131,21,male,married,frequent,pub_goer,malay,Bachelor,malay,Malaysian,yes,privateEemployee,maxis,terrace,2,8774,174661,PersonalRetirement,KidSaving,HomeSafe,driving,KidsEdu,no,3.11731777,101.6893219,5,2,2,0,2
132,25,female,single,frequent,outdoor,malay,PhD,chinese,Malaysian,no,privateEemployee,umobile,terrace,2,4463,98900,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,no,3.166548207,101.7297205,7,0,1,0,0
133,26,male,single,sometimes,home,malay,PhD,chinese,Malaysian,yes,selfEmployed,digi,flat,2,8557,82801,PersonalRetirement,KidMedical,COVIDFree,publicTransport,KidsEdu,yes,3.124253202,101.6808531,9,3,1,0,3
134,38,male,single,frequent,pub_goer,malay,Bachelor,others,Malaysian,no,govServant,umobile,condominium,2,8358,150441,PersonalMedical,KidEducation,HomeSafe,driving,NoMoneyDown,yes,3.135090317,101.6467978,1,0,0,0,0
135,30,female,single,once_in_a_while,home,malay,Bachelor,indian,Malaysian,yes,govServant,maxis,terrace,2,3563,122674,PersonalRetirement,KidMedical,HomeSafe,publicTransport,KidsEdu,yes,3.208783588,101.6922875,0,0,1,0,0
136,25,male,single,once_in_a_while,pub_goer,malay,Master,chinese,Malaysian,no,govServant,maxis,flat,2,3406,113923,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,yes,3.217704146,101.7178372,0,0,1,0,0
137,18,male,single,sometimes,pub_goer,english,Bachelor,indian,Malaysian,yes,govServant,umobile,flat,2,9982,146226,PersonalRetirement,KidSaving,HomeSafe,publicTransport,KidsEdu,yes,3.142563299,101.7496234,2,1,2,1,1
138,28,male,single,frequent,home,malay,Bachelor,malay,Malaysian,yes,selfEmployed,digi,flat,2,3699,99015,PersonalMedical,KidEducation,COVIDFree,driving,NoMoneyDown,no,3.183088019,101.7409136,1,0,1,2,0
139,43,female,single,sometimes,pub_goer,english,Bachelor,indian,others,yes,privateEemployee,celcom,terrace,2,9299,193860,PersonalSaving,KidSaving,HomeSafe,publicTransport,NoMoneyDown,yes,3.122427219,101.7557874,0,0,1,0,0
140,30,male,married,sometimes,home,mandarin,Bachelor,others,others,yes,selfEmployed,celcom,flat,2,10227,163724,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,yes,3.14285469,101.6784278,5,3,1,0,3
141,27,female,married,sometimes,outdoor,english,Bachelor,chinese,others,yes,govServant,celcom,terrace,3,8770,59881,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,no,3.128534729,101.6973636,3,1,1,0,1
142,41,male,single,frequent,outdoor,malay,Bachelor,others,Malaysian,no,govServant,maxis,flat,2,3192,78341,PersonalMedical,KidEducation,HomeSafe,publicTransport,NoMoneyDown,yes,3.086750941,101.7467582,2,1,1,0,0
143,39,female,single,sometimes,pub_goer,english,Master,indian,Malaysian,yes,privateEemployee,maxis,terrace,3,6142,99621,PersonalRetirement,KidMedical,HomeSafe,driving,NoMoneyDown,yes,3.144098718,101.7396391,5,0,1,1,0
144,22,female,married,frequent,pub_goer,english,Master,indian,Malaysian,yes,employer,digi,flat,2,7837,57961,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,yes,3.134170888,101.6440792,2,2,0,0,0
145,22,female,married,frequent,pub_goer,malay,Bachelor,malay,Malaysian,no,privateEemployee,maxis,flat,2,8844,173511,PersonalMedical,KidSaving,COVIDFree,publicTransport,NoMoneyDown,yes,3.155038682,101.6717018,1,2,0,0,1
146,42,male,single,once_in_a_while,outdoor,english,Bachelor,others,Malaysian,yes,privateEemployee,celcom,terrace,2,4858,83499,PersonalSaving,KidEducation,COVIDFree,driving,KidsEdu,no,3.198526872,101.7347583,2,0,2,1,0
147,25,male,married,once_in_a_while,home,malay,Master,others,Malaysian,no,privateEemployee,maxis,terrace,2,9160,57142,PersonalSaving,KidEducation,HomeSafe,publicTransport,NoMoneyDown,yes,3.146497345,101.7214644,17,4,0,0,0
148,42,male,married,frequent,home,malay,Bachelor,malay,Malaysian,yes,privateEemployee,celcom,terrace,2,8312,117954,PersonalRetirement,KidEducation,COVIDFree,driving,KidsEdu,no,3.199676802,101.7572015,0,0,1,3,0
149,27,female,single,frequent,pub_goer,english,Bachelor,malay,Malaysian,yes,privateEemployee,maxis,condominium,2,7359,164131,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,yes,3.106174977,101.7155838,1,0,0,0,1
150,36,male,married,sometimes,pub_goer,english,Bachelor,malay,Malaysian,yes,privateEemployee,digi,terrace,2,2537,192883,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,yes,3.15657321,101.7136294,20,5,0,0,0
151,38,male,single,once_in_a_while,pub_goer,english,Master,chinese,Malaysian,yes,govServant,celcom,bungalow,2,7112,83235,PersonalSaving,KidSaving,HomeSafe,publicTransport,NoMoneyDown,yes,3.159082354,101.7419201,5,1,2,1,1
152,18,male,single,frequent,pub_goer,malay,Bachelor,chinese,Malaysian,yes,privateEemployee,maxis,condominium,2,6592,116286,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,yes,3.188777803,101.6968664,0,0,1,2,1
153,34,male,single,frequent,outdoor,mandarin,PhD,indian,others,no,selfEmployed,digi,terrace,2,8485,106147,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,no,3.144679279,101.6376503,2,2,0,0,0
154,33,male,single,sometimes,home,malay,Bachelor,others,Malaysian,no,govServant,digi,condominium,2,9901,93812,PersonalRetirement,KidSaving,COVIDFree,driving,NoMoneyDown,yes,3.114985761,101.6877127,4,1,2,0,2
155,20,female,married,frequent,home,english,Bachelor,malay,Malaysian,yes,selfEmployed,digi,terrace,2,4436,71913,PersonalSaving,KidSaving,COVIDFree,publicTransport,NoMoneyDown,no,3.165470965,101.6830329,2,1,1,1,2
156,28,female,married,once_in_a_while,pub_goer,english,Bachelor,malay,Malaysian,yes,selfEmployed,digi,condominium,2,10114,122726,PersonalSaving,KidSaving,HomeSafe,publicTransport,KidsEdu,yes,3.138691816,101.6849576,7,2,1,0,2
157,43,female,single,once_in_a_while,outdoor,malay,Master,chinese,others,yes,employer,digi,terrace,2,3420,128173,PersonalRetirement,KidEducation,COVIDFree,driving,NoMoneyDown,yes,3.08907782,101.6704599,1,0,0,1,0
158,42,male,married,once_in_a_while,home,malay,Master,malay,others,yes,govServant,celcom,terrace,2,8587,158295,PersonalRetirement,KidMedical,HomeSafe,driving,NoMoneyDown,yes,3.088332245,101.7394534,2,1,2,0,1
159,27,female,married,sometimes,home,english,Master,chinese,Malaysian,yes,selfEmployed,maxis,terrace,2,5588,146070,PersonalRetirement,KidSaving,COVIDFree,driving,NoMoneyDown,yes,3.117240317,101.7163685,2,1,0,2,0
160,43,male,married,sometimes,pub_goer,english,Bachelor,indian,Malaysian,no,govServant,umobile,terrace,2,8992,130174,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,yes,3.168868507,101.6685161,3,3,0,0,1
161,32,male,single,once_in_a_while,pub_goer,mandarin,Bachelor,chinese,Malaysian,no,privateEemployee,digi,terrace,2,6159,48610,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,yes,3.096737414,101.6992336,0,0,2,1,0
162,27,female,single,frequent,home,english,Bachelor,others,Malaysian,yes,govServant,celcom,condominium,2,6251,159984,PersonalSaving,KidMedical,COVIDFree,driving,KidsEdu,yes,3.132600575,101.6835002,9,3,1,0,2
163,23,male,married,sometimes,pub_goer,english,Master,malay,Malaysian,yes,govServant,maxis,terrace,2,7097,93003,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,no,3.184820035,101.7202439,0,1,0,1,0
164,42,female,married,once_in_a_while,home,mandarin,Bachelor,chinese,Malaysian,yes,selfEmployed,celcom,flat,2,2591,72604,PersonalRetirement,KidMedical,COVIDFree,driving,NoMoneyDown,no,3.160157726,101.7313951,7,1,1,0,1
165,33,female,married,sometimes,home,english,Bachelor,malay,Malaysian,no,govServant,celcom,condominium,2,8096,121394,PersonalSaving,KidMedical,HomeSafe,driving,NoMoneyDown,no,3.113815975,101.6747451,9,3,1,0,5
166,35,male,married,sometimes,pub_goer,mandarin,Bachelor,indian,Malaysian,no,govServant,digi,condominium,2,8251,193606,PersonalMedical,KidSaving,HomeSafe,driving,KidsEdu,no,3.124959275,101.7249467,2,2,0,3,0
167,22,male,single,frequent,outdoor,mandarin,Bachelor,others,Malaysian,no,selfEmployed,umobile,terrace,2,4894,148964,PersonalRetirement,KidEducation,COVIDFree,driving,KidsEdu,yes,3.1906241,101.6293675,1,2,1,0,0
168,20,female,single,frequent,home,malay,Bachelor,malay,others,yes,privateEemployee,digi,bungalow,2,10149,180841,PersonalMedical,KidMedical,COVIDFree,publicTransport,NoMoneyDown,no,3.093675615,101.6749889,1,0,1,1,0
169,18,male,single,sometimes,home,mandarin,Bachelor,indian,Malaysian,yes,privateEemployee,celcom,terrace,2,6966,147829,PersonalMedical,KidSaving,COVIDFree,driving,KidsEdu,yes,3.110610769,101.736747,1,1,0,1,1
170,21,male,single,once_in_a_while,home,mandarin,Bachelor,malay,Malaysian,no,selfEmployed,celcom,bungalow,2,4163,129878,PersonalRetirement,KidSaving,COVIDFree,driving,KidsEdu,yes,3.125815572,101.6407997,4,2,1,0,0
171,28,male,married,once_in_a_while,pub_goer,english,Master,others,Malaysian,no,privateEemployee,umobile,condominium,2,7465,63057,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,yes,3.155454628,101.7574108,2,1,2,0,1
172,24,male,married,once_in_a_while,pub_goer,malay,Bachelor,malay,Malaysian,no,employer,digi,terrace,2,6726,128324,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,no,3.191539067,101.7086762,0,1,0,2,1
173,23,male,married,sometimes,home,english,Bachelor,malay,Malaysian,yes,privateEemployee,digi,condominium,2,3453,131674,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,yes,3.161547312,101.7314341,7,1,1,0,0
174,36,male,married,frequent,pub_goer,english,PhD,chinese,Malaysian,no,privateEemployee,digi,condominium,2,5168,64119,PersonalSaving,KidEducation,COVIDFree,driving,KidsEdu,no,3.129648838,101.6964444,4,1,1,0,1
175,25,male,single,frequent,home,malay,Diploma,malay,others,yes,selfEmployed,maxis,condominium,2,8479,71427,PersonalRetirement,KidEducation,COVIDFree,driving,KidsEdu,yes,3.124418069,101.6822324,9,3,1,0,2
176,32,female,single,sometimes,pub_goer,english,Bachelor,others,others,yes,privateEemployee,digi,terrace,2,7472,136075,PersonalRetirement,KidEducation,COVIDFree,driving,NoMoneyDown,yes,3.098897012,101.7000058,0,0,2,1,0
177,25,male,married,sometimes,pub_goer,english,Bachelor,indian,others,no,selfEmployed,umobile,flat,2,9279,105846,PersonalRetirement,KidSaving,COVIDFree,driving,KidsEdu,yes,3.189680647,101.6520478,1,1,2,0,0
178,24,male,married,frequent,outdoor,malay,Diploma,indian,Malaysian,yes,selfEmployed,celcom,terrace,2,4542,82102,PersonalSaving,KidSaving,COVIDFree,publicTransport,KidsEdu,no,3.141843814,101.7638622,0,0,1,0,0
179,22,male,single,frequent,home,english,Diploma,malay,Malaysian,no,selfEmployed,maxis,bungalow,2,9488,189186,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,no,3.096692233,101.6966231,0,0,2,1,0
180,31,male,single,once_in_a_while,pub_goer,malay,Diploma,malay,Malaysian,no,privateEemployee,digi,flat,2,4330,131833,PersonalRetirement,KidSaving,COVIDFree,publicTransport,KidsEdu,no,3.132399874,101.7487932,0,0,0,1,0
181,18,female,single,once_in_a_while,pub_goer,english,Bachelor,malay,Malaysian,no,selfEmployed,maxis,flat,2,3377,72824,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,yes,3.097861699,101.753192,1,1,0,0,0
182,36,male,married,frequent,home,english,Bachelor,chinese,others,no,employer,umobile,bungalow,2,6871,151120,PersonalMedical,KidEducation,COVIDFree,driving,KidsEdu,yes,3.100372804,101.7178807,0,0,1,0,1
183,23,male,married,frequent,home,mandarin,Bachelor,chinese,Malaysian,yes,employer,maxis,bungalow,2,7841,91091,PersonalMedical,KidEducation,COVIDFree,driving,NoMoneyDown,yes,3.11023679,101.7283246,2,2,0,2,1
184,41,female,married,once_in_a_while,pub_goer,english,Bachelor,indian,Malaysian,yes,privateEemployee,digi,terrace,2,10463,162423,PersonalSaving,KidMedical,COVIDFree,publicTransport,NoMoneyDown,yes,3.132042249,101.7415488,1,2,0,3,0
185,24,male,single,frequent,home,malay,Bachelor,malay,Malaysian,yes,privateEemployee,umobile,condominium,2,8074,120427,PersonalRetirement,KidMedical,HomeSafe,publicTransport,KidsEdu,yes,3.13482222,101.684227,7,3,1,0,2
186,38,male,single,sometimes,pub_goer,malay,Master,indian,others,yes,privateEemployee,maxis,condominium,3,9154,135189,PersonalSaving,KidMedical,COVIDFree,driving,KidsEdu,no,3.201337374,101.7343127,2,0,1,3,0
187,34,male,single,frequent,home,mandarin,PhD,chinese,others,yes,privateEemployee,digi,bungalow,2,10438,88274,PersonalMedical,KidEducation,COVIDFree,publicTransport,NoMoneyDown,yes,3.171647021,101.6551541,3,3,1,0,0
188,38,female,single,frequent,outdoor,english,PhD,indian,others,no,govServant,celcom,condominium,2,4237,164298,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,yes,3.207166203,101.7425592,2,0,1,3,0
189,33,male,single,frequent,outdoor,malay,Bachelor,malay,Malaysian,yes,govServant,digi,condominium,2,6280,126938,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,yes,3.164720264,101.6678919,3,3,0,0,1
190,32,female,single,once_in_a_while,home,malay,Master,chinese,others,yes,privateEemployee,umobile,flat,3,8689,132963,PersonalRetirement,KidEducation,COVIDFree,driving,KidsEdu,yes,3.121890647,101.7084263,1,1,1,1,0
191,19,male,married,once_in_a_while,home,english,Diploma,chinese,others,yes,selfEmployed,maxis,terrace,2,5026,147348,PersonalSaving,KidMedical,COVIDFree,driving,KidsEdu,no,3.132296636,101.7478237,0,0,0,1,0
192,25,male,married,sometimes,pub_goer,mandarin,Bachelor,indian,Malaysian,yes,govServant,maxis,flat,2,8138,140029,PersonalRetirement,KidEducation,COVIDFree,driving,KidsEdu,no,3.142271067,101.7477246,2,1,1,1,1
193,27,female,single,once_in_a_while,pub_goer,malay,Diploma,chinese,Malaysian,no,privateEemployee,maxis,flat,2,5942,181199,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,yes,3.1563163,101.7612801,1,1,2,0,1
194,38,male,single,frequent,home,mandarin,Bachelor,indian,Malaysian,no,selfEmployed,maxis,terrace,2,7378,84882,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,yes,3.166800568,101.6796786,0,1,1,0,1
195,33,male,married,frequent,home,mandarin,Bachelor,chinese,Malaysian,yes,selfEmployed,maxis,terrace,2,4316,143272,PersonalRetirement,KidMedical,HomeSafe,publicTransport,KidsEdu,yes,3.125902324,101.6908584,5,2,1,0,2
196,29,male,married,frequent,pub_goer,english,Bachelor,indian,others,yes,govServant,celcom,terrace,2,7029,122283,PersonalSaving,KidEducation,COVIDFree,driving,KidsEdu,yes,3.130882121,101.6369739,4,2,1,0,0
197,43,male,single,sometimes,pub_goer,malay,Bachelor,chinese,Malaysian,no,govServant,maxis,terrace,2,9613,49645,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,yes,3.208154198,101.6299047,2,0,1,1,0
198,35,male,married,sometimes,pub_goer,english,Bachelor,chinese,others,yes,privateEemployee,digi,terrace,2,4505,98665,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,no,3.192741073,101.6989813,0,1,1,2,1
199,27,male,single,frequent,pub_goer,english,Bachelor,malay,Malaysian,no,selfEmployed,digi,terrace,2,6148,125315,PersonalSaving,KidSaving,HomeSafe,driving,KidsEdu,no,3.201500883,101.6988811,0,1,1,2,0
200,37,male,single,frequent,home,mandarin,Master,malay,Malaysian,yes,govServant,maxis,terrace,2,5847,97880,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,yes,3.115272895,101.7274494,2,2,0,2,1
201,25,female,married,sometimes,pub_goer,malay,Master,malay,others,yes,privateEemployee,maxis,flat,2,8594,169218,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,yes,3.120164982,101.6370675,4,2,2,1,0
202,28,female,married,once_in_a_while,pub_goer,mandarin,Master,others,others,no,privateEemployee,maxis,flat,2,6468,92729,PersonalMedical,KidEducation,HomeSafe,driving,NoMoneyDown,yes,3.088864449,101.7261333,1,1,1,0,1
203,34,female,single,once_in_a_while,pub_goer,english,Diploma,malay,Malaysian,yes,privateEemployee,digi,condominium,2,5404,87765,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,no,3.174658201,101.7496351,4,1,2,1,1
204,39,female,single,sometimes,home,malay,Bachelor,chinese,Malaysian,yes,privateEemployee,digi,condominium,2,8730,78754,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,no,3.117007738,101.7106235,1,1,0,1,0
205,33,male,single,frequent,home,malay,Bachelor,chinese,Malaysian,yes,selfEmployed,maxis,condominium,2,10243,95929,PersonalSaving,KidEducation,COVIDFree,driving,NoMoneyDown,no,3.17438747,101.6807903,0,1,1,2,0
206,28,male,married,once_in_a_while,home,mandarin,Bachelor,malay,Malaysian,yes,selfEmployed,umobile,condominium,2,9084,128046,PersonalSaving,KidMedical,HomeSafe,publicTransport,NoMoneyDown,no,3.140574923,101.6589158,4,2,0,0,1
207,44,male,single,once_in_a_while,pub_goer,mandarin,Diploma,indian,Malaysian,no,privateEemployee,celcom,flat,2,2909,161949,PersonalMedical,KidSaving,HomeSafe,publicTransport,KidsEdu,no,3.115198709,101.6389698,4,1,2,1,1
208,39,male,single,frequent,home,malay,Diploma,malay,Malaysian,yes,govServant,maxis,condominium,2,2658,54163,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,no,3.087658421,101.6377818,1,0,0,0,0
209,37,male,single,sometimes,pub_goer,english,Diploma,chinese,Malaysian,yes,govServant,digi,terrace,2,5755,68299,PersonalMedical,KidSaving,COVIDFree,driving,NoMoneyDown,yes,3.110091105,101.6870231,4,1,1,1,0
210,38,female,single,frequent,outdoor,mandarin,Bachelor,others,Malaysian,no,privateEemployee,maxis,flat,2,2511,95595,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,yes,3.17849454,101.6835986,0,1,1,2,1
211,44,male,single,sometimes,home,english,Bachelor,malay,Malaysian,no,employer,digi,flat,2,4618,153201,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,no,3.161473771,101.683579,2,2,1,1,2
212,34,male,single,frequent,pub_goer,mandarin,Bachelor,indian,Malaysian,yes,selfEmployed,celcom,condominium,2,9355,126696,PersonalMedical,KidMedical,COVIDFree,publicTransport,KidsEdu,no,3.12797628,101.6876301,8,3,1,0,2
213,38,female,married,frequent,home,english,Bachelor,others,Malaysian,yes,govServant,maxis,flat,2,6670,48494,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,yes,3.162413355,101.6919084,5,3,1,1,5
214,39,male,married,sometimes,pub_goer,english,Bachelor,others,Malaysian,yes,employer,digi,condominium,2,7902,168833,PersonalMedical,KidEducation,HomeSafe,publicTransport,KidsEdu,yes,3.172952929,101.71459,4,2,1,0,1
215,35,male,married,once_in_a_while,home,english,Bachelor,others,Malaysian,no,govServant,digi,terrace,2,9394,70199,PersonalRetirement,KidEducation,COVIDFree,publicTransport,KidsEdu,yes,3.214639934,101.7000725,0,0,1,0,0
216,31,female,single,frequent,pub_goer,mandarin,Bachelor,malay,Malaysian,yes,govServant,maxis,flat,2,6214,150318,PersonalSaving,KidSaving,COVIDFree,publicTransport,KidsEdu,no,3.181776236,101.7648385,1,0,0,1,0
217,28,male,single,frequent,home,english,Bachelor,chinese,Malaysian,yes,employer,digi,condominium,2,2815,129923,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,no,3.171209148,101.7283931,5,0,0,0,0
218,29,female,married,frequent,home,malay,Master,indian,others,yes,privateEemployee,digi,terrace,2,6617,111210,PersonalSaving,KidMedical,COVIDFree,driving,NoMoneyDown,yes,3.16302027,101.74999,6,1,2,1,1
219,32,male,married,frequent,pub_goer,english,Bachelor,others,Malaysian,yes,privateEemployee,maxis,condominium,2,9560,168119,PersonalSaving,KidEducation,COVIDFree,driving,KidsEdu,no,3.158290822,101.6440248,2,2,0,0,0
220,18,male,married,frequent,home,malay,Diploma,malay,others,yes,employer,digi,bungalow,2,6965,99023,PersonalRetirement,KidEducation,HomeSafe,publicTransport,KidsEdu,yes,3.179167998,101.6408825,2,2,1,0,0
221,33,male,single,frequent,home,mandarin,Bachelor,chinese,Malaysian,yes,privateEemployee,maxis,condominium,2,8597,169809,PersonalRetirement,KidEducation,COVIDFree,driving,KidsEdu,yes,3.103328429,101.7440334,1,2,0,0,0
222,34,male,married,once_in_a_while,home,english,Bachelor,malay,others,yes,privateEemployee,maxis,terrace,3,10284,165000,PersonalSaving,KidEducation,COVIDFree,driving,NoMoneyDown,yes,3.156093783,101.6646931,3,3,0,0,1
223,40,male,single,frequent,home,mandarin,Bachelor,chinese,Malaysian,no,privateEemployee,digi,condominium,2,3499,68055,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,no,3.217850072,101.7303892,2,0,2,0,0
224,39,male,single,frequent,pub_goer,malay,Bachelor,others,others,no,selfEmployed,maxis,condominium,2,9849,106259,PersonalMedical,KidSaving,COVIDFree,publicTransport,KidsEdu,yes,3.107813447,101.726034,1,1,1,0,1
225,34,male,single,frequent,outdoor,mandarin,Diploma,malay,Malaysian,no,govServant,celcom,condominium,2,4469,81400,PersonalSaving,KidEducation,COVIDFree,driving,KidsEdu,no,3.11990102,101.6952467,3,2,1,0,1
226,43,female,married,once_in_a_while,outdoor,mandarin,Bachelor,indian,Malaysian,no,privateEemployee,maxis,terrace,2,8599,70081,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,no,3.178582516,101.6779395,1,0,0,2,0
227,24,female,single,frequent,outdoor,mandarin,Bachelor,indian,Malaysian,yes,privateEemployee,digi,bungalow,2,6351,97062,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,no,3.165296967,101.717511,12,5,0,0,0
228,24,male,married,frequent,home,malay,Bachelor,indian,Malaysian,yes,govServant,maxis,bungalow,2,3985,172159,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,yes,3.146836149,101.7542957,2,1,2,1,1
229,24,male,married,frequent,pub_goer,english,PhD,chinese,Malaysian,yes,selfEmployed,celcom,flat,2,9797,59457,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,yes,3.181952141,101.6809236,0,0,0,2,0
230,21,female,single,sometimes,home,english,Bachelor,others,Malaysian,yes,govServant,maxis,terrace,2,9269,114200,PersonalSaving,KidEducation,HomeSafe,driving,NoMoneyDown,no,3.180460706,101.6958533,0,1,1,2,1
231,34,female,single,sometimes,home,mandarin,Bachelor,malay,Malaysian,yes,selfEmployed,celcom,condominium,2,2988,105840,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,yes,3.099276563,101.7129,0,0,2,0,1
232,35,male,single,sometimes,home,mandarin,Bachelor,indian,Malaysian,yes,privateEemployee,celcom,condominium,2,6415,76261,PersonalRetirement,KidSaving,HomeSafe,driving,KidsEdu,yes,3.109630668,101.637405,4,1,2,1,1
233,35,male,married,sometimes,home,malay,Master,chinese,Malaysian,no,privateEemployee,maxis,flat,2,9144,189709,PersonalMedical,KidSaving,COVIDFree,driving,KidsEdu,yes,3.148968904,101.636494,1,1,0,0,0
234,21,male,single,frequent,home,malay,Bachelor,others,others,yes,privateEemployee,maxis,condominium,2,5726,195651,PersonalRetirement,KidSaving,HomeSafe,publicTransport,KidsEdu,yes,3.165968522,101.7241069,8,3,1,0,0
235,29,male,married,frequent,pub_goer,english,Diploma,others,Malaysian,no,govServant,umobile,condominium,2,9628,147410,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,no,3.118112325,101.7119081,1,1,0,1,0
