Location,Retail_Name
143,Beautiful Sunflower Sdn Bhd
143,Sushi Kin Sdn Bhd
143,Kangsane Restaurant Sdn Bhd
143,Dommal Food Services Sdn Bhd
143,Phd Delivery Pandan Jaya
143,Restoran Assalam
143,Blk Market Sdn Bhd
143,Lucky Star F&B Sdn Bhd
143,Bright Delight Corporation Sdn Bhd
143,Chalet Suisse
143,Gloria Jean's RHB Bank
143,OldTown White Coffee Axis Atrium
143,Sushi King Ampang Point
143,The Manhattan Fish Market (Ampang Point)
143,Pizza Hut Tesco Ampang
143,Nando's Chicken Ampang Point
143,Domino's Pizza (PANDAN JAYA)
143,Eastern Crabs Restaurant
143,KFC Tesco Ampang
143,KFC Taman Cempaka (Axis Atrium)
143,McDonald's Petronas Taman Dagang DT
143,KFC Desa Pandan
143,KFC Pandan Indah
143,McDonald's Desa Pandan
143,Papparich (G VILLAGE)
143,Cozy House Restaurant
143,The Chicken Rice Shop (Great Eastern Mall)
143,McDonald's Ampang Point
143,KFC Ampang Point
143,Domino's Pizza (Ampang)
143,Lai Wei Jiin
143,City Seraya Sdn Bhd
143,Golden Dragonboat Rstnt (Imbi) Sdn Bhd
143,Top Point View Sdn Bhd
143,Sensible Rainbow Sdn Bhd
143,Cheng You Huat
143,Restoran Kampung Pandan
143,Rama V Rstnt
143,La Risata (Ampang) Sdn Bhd
143,Choo Kian Meng
143,Delifrance (M) Sdn Bhd
143,Restoran Haifa
143,Abd Majeed Khan
143,Coherent Ray Shining Sdn Bhd
143,T Mor Place
143,Golden Indicators Sdn Bhd
143,Kebaba Restaurant Sdn Bhd
143,Lee Choong Seng
143,Mimi Aishah Hafidz
144,Greenpoint Books Cafe
144,Vermicelli Restaurant
144,Max Power Cafe
144,After Hour Management Plt
144,Ice Dreams Group Sdn Bhd
144,Restaurant Extra Super Tanker (p.j.) Sdn.bhd.
144,Restaurant Extra Super Tanker (p.j.) Sdn.bhd.
144,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Sinaran TTDI
144,Golden Arches Restaurants Sdn
144,V Kitchen Restaurant
144,Jkd Hospitality Sdn. Bhd.
144,Tai Thong Group Sdn Bhd
144,Berjaya Starbucks Coffee Company Sdn Bhd
144,Berjaya Starbucks Coffee Company Sdn Bhd
144,Hkb Seafood Restaurant Sdn. Bhd.
144,Bijoex Restaurants Sdn Bhd
144,Sushi Akami Cafe
144,ST-Taikem Sdn Bhd
144,Elephant Cricket Restaurant Sdn Bhd
144,Restoran Sayur-sayuran Kuan Yin Sdn Bhd
144,Sweet Inn Seafood Restaurant Sdn. Bhd
144,The Boom Beverage Sdn Bhd
144,Abadi Cafeteria Sdn Bhd
144,Little Heritage House
144,Cherry Alpha Enterprise
144,KLCoffee Club Sdn Bhd
144,Qsr Stores Sdn Bhd
144,Roast And Grind Kuala Lumpur Plt
144,Decanter Sdn Bhd
144,Bake Lab Marketing Sdn Bhd
144,Berjaya Coffee Company (M) Sdn Bhd
144,Restoran Imthiyaz
144,Asianage Holdings Sdn Bhd
144,Restoran Sambal Hijau
144,Restoran Bestari (M) Sdn Bhd
144,Restoran Bestari (M) Sdn Bhd
144,Restoran Bestari (M) Sdn Bhd
144,La Risata (Damansara) Sdn Bhd
144,Apac Star Food Systems Sdn Bhd
144,The Esquire Kitchen Sdn Bhd
144,Kissburger Sdn Bhd
144,A&W (Malaysia) Sdn Bhd - Banda (Tmn Tun KL)
144,Sushi Kin Sdn Bhd
144,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Tropicana City Mall
144,New Era Restaurant Sdn Bhd
144,Namaste Restaurant Sdn Bhd
144,Restoran Istilah
144,Euro Deli Restaurant Sdn Bhd
144,Organic Kitchen Chain Sdn Bhd
144,Restoran Bestari (M) Sdn Bhd
144,Woods Eco-cuisine Sdn Bhd
144,Gogung Fusion Rstnt (Gardens) Sdn Bhd
144,Wah Cheong Coffee
144,Caritas Et Veritas Sdn Bhd
144,Prodigy Venture Sdn Bhd
144,Era Mewah Sdn Bhd
144,Pizza Hut Damansara Height
144,Nando's Chicken Tropicana Mall
144,Domino's Pizza (TTDI)
144,Domino's Pizza (DAMANSARA HEIGHTS)
144,Fikcles Cafe
144,McDonald's TTDI (Taman Tun Dr Ismail)
144,KFC Jalan Universiti DT
144,Kedai Ayamas @ TTDI
144,Starbucks TTDI
144,Starbucks Jaya One
144,Starbucks Damansara Town Centre
144,Old Fuzhou Rstnt
144,Grey Fat Cats Sdn Bhd
144,Connoisseurs Corner (Klgcc) Sdn Bhd
144,Restoran Sri Ayutthaya Sdn Bhd
144,Victoria Station Restaurant
144,Celine Corporation Sdn Bhd
144,Jaya Noodle House
144,Victoria Station Sdn Bhd
144,Tutto Bene Sdn Bhd
144,Restoran Pakka
144,Euro Bier Koncepts Sdn Bhd
144,Banabana Sdn Bhd
144,M-edition Sdn Bhd
144,Taipan Chef Sdn Bhd
144,Decanter Sdn Bhd
145,Solist Global Sdn Bhd
145,Griffiths Cafe Holdings Sdn Bhd
145,Bluefire (Mont Kiara) Sdn Bhd
145,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Bangsar Shopping Centre
145,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Plaza Sri Hartamas
145,Liberal Latte Coffee Trade
145,Restoran Bestari (M) Sdn Bhd
145,Restoran Loke Yun Sdn Bhd
145,Oriental Magic Restaurant Sdn Bhd
145,Restoran Sri Emas
145,Berjaya Starbucks Coffee Company Sdn Bhd
145,Restoran Azf
145,Empresso Restaurant Sdn Bhd
145,Grounded Cafe
145,Four Art Cafe
145,Adz Services & Management
145,Adam Dal Fried Sdn Bhd
145,Sushi Train (Malaysia) Sdn Bhd
145,Thai Cup Restaurant
145,Top Leader Sdn Bhd
145,Restoran Nasi Kandar Waseem
145,Absolute Luxury Restaurant Sdn Bhd
145,Grind Cafe
145,Espressolab Asia Pacific Sdn Bhd
145,Recomio Synergy Sdn Bhd
145,Restoran Tze Ern
145,Smith Success Sdn Bhd
145,Anjung Niaga Sdn Bhd
145,Secret Menu Sdn Bhd
145,Thirst Network Sdn Bhd
145,Ma Maison Tonkatsu Sdn Bhd
145,Whisk Sdn Bhd
145,Dc F&b Management Sdn Bhd
145,Dc F&b Management Sdn Bhd
145,Dc F&b Management Sdn Bhd
145,Lush Bowl Sdn Bhd
145,Restoran Ali Maju Sdn Bhd
145,Jumbo Rock Sdn Bhd
145,Kunio Kuwabara Sdn Bhd
145,Cheerio Ventures Sdn Bhd
145,Malabar Palace Restaurant Sdn Bhd
145,Platinum Phoenix Sdn Bhd
145,Malt Resources Sdn Bhd
145,Naresh Global Concepts Sdn Bhd
145,Baker Dave
145,Healy Macs Cafe Sdn Bhd
145,C&P Oasis Sdn Bhd
145,Shimatomo Malaysia Sdn Bhd
145,San Francisco Coffee (Menara HP)
145,Danau Gemilang Sdn Bhd
145,Restoran Bestari (M) Sdn Bhd
145,Restoran Bestari (M) Sdn Bhd
145,Restoran Al Naz Maju
145,Baguette Fusion
145,Wonderful Lifestyle Sdn Bhd
145,Pengkalan Mewah Sdn Bhd
145,Berjaya Krispy Kreme Doughnuts Sdn Bhd
145,Nando's Chickenland Malaysia Sdn Bhd
145,Champ's Express Heritage Sdn Bhd
145,Namoo Resources Sdn Bhd
145,Absolute Thai Sdn Bhd
145,Continental Gas Supplier
145,San Francisco Coffee (Menara Millenium)
145,San Francisco Coffee (Menara HP)
145,San Francisco Coffee (Publika Solaris Dutamas)
145,Gloria Jean's Coffee Menara I & PI
145,KIN KIN KITCHEN
145,Gloria Jean's Coffee Bukit Damansara
145,Nando's Chicken Publika
145,Papparich (PUBLIKA SOLARIS DUTAMAS)
145,Wesgede Sdn Bhd
145,On The Table Rstnt Sdn Bhd
145,Nathalie Gourmet Studio Sdn Bhd
145,Darjat Gembira Sdn Bhd
145,Coffee Bean & Tea Leaf (M) Sdn Bhd The
145,Suez Top Ventures Sdn Bhd
145,Jawahar Ali Taib Khan
145,Zaffron Restaurants Sdn Bhd
145,T A S Leisure Sdn Bhd
145,This Wonderful Life Sdn Bhd
145,Trident Ace Sdn Bhd
145,Amarjit Singh Gurbachan Singh
145,A Martin Marketing Sdn Bhd
146,Restoran Fl Sdn. Bhd.
146,Jombali Sdn Bhd
146,Rk Bistro
146,Tree Garden Cafe Sdn. Bhd.
146,Al Shahul Maju (M) Sdn Bhd
146,Snooker Soccer Cafe
146,Pizza Hut Restaurants Sdn Bhd - (Wangsa Maju)
146,Tny Cafe
146,Purple Violet Cafe
146,Kim Kitchen
146,Little Wok Kitchen
146,Home Town Steamboat Holding Sdn Bhd
146,AZR Maju Food & Beverage
146,The Chemistry Cafe
146,Restoran Nasi Vanggey Kuala Lumpur
146,Golden Arches Restaurants Sdn
146,Law Yi Restaurant
146,Tea Garden Restaurant (sp) Sdn. Bhd.
146,Zatimanis Restaurant
146,Prishas Curry House
146,Restoran Pucuk Di Cita
146,Restoran Hasilath Food Corner
146,Eleven Brothers Restaurant
146,Hadramawt Kitchen Sdn. Bhd.
146,Berjaya Starbucks Coffee Company Sdn Bhd
146,Sukiya Sdn Bhd
146,Restoran B & M
146,Delicious Barbeque Sdn Bhd - (Melawati Mall)
146,Blue Ribbon Restaurant Sdn. Bhd.
146,Halwa Al Azra Cafe
146,Al Nafoura Sdn Bhd
146,Restoran Al Faiz Maju
146,Restoran Almaaz
146,New Highland Steamboat Restaurant
146,Broaden Asia Management Sdn Bhd
146,Fs Burger
146,Sakura Kristal Kafe & Restaurant
146,Resepi Nenek Kopitiam Sdn Bhd
146,Patatimo Sdn Bhd
146,Rich Circle F&B Sdn Bhd
146,Berjaya Roasters (M) Sdn Bhd
146,Qsr Stores Sdn Bhd
146,NZ Retails Sdn Bhd
146,Nasi Kandar Jamal Mohamed
146,Berjaya Starbucks Coffee Company Sdn Bhd
146,Mee Sim And Pin Sim
146,Fine Foodstuff Resources
146,Restoran Ali Maju Sdn Bhd
146,Surawon Sdn Bhd
146,Restoran Hijrath
146,Cosy Place Restaurant
146,Dynasun Sdn Bhd - (Aeon Wangsa Maju)
146,Ncr Concept Sdn Bhd
146,Mal Mubarak Bistro
146,Cosmo Restaurants Sdn Bhd
146,Raso Omakden Enterprise
146,Delicious Barbeque Sdn Bhd - (KL Festival City)
146,Qing Fang Global Foods Resources (M) Sdn Bhd
146,Jombali Sdn Bhd
146,Old Town Kopitiam Sdn Bhd
146,Berjaya Roasters (M) Sdn Bhd
146,Bee Won Korean Cuisine Sdn. Bhd.
146,A&W (Malaysia) Sdn Bhd - Banda (Wangsa Walk)
146,Restoran Kak Chik
146,Sushi Kin Sdn Bhd
146,Mba Crew Sdn Bhd
146,Qin Zhe Sdn Bhd
146,Pops Eatery Sdn Bhd
146,Dommal Food Services Sdn Bhd
146,Dommal Food Services Sdn Bhd
146,Phd Delivery Danau Kota
146,Canton Kitchen Sdn Bhd
146,Me'nate Steak Hub (Setapak)
146,OldTown White Coffee Jusco Alpha Angel
146,OldTown White Coffee Sri Rampai
146,Sushi King AEON Big Wangsa Maju
146,Sushi King KL Festival Mall
146,A&W (Wangsa Walk)
146,The Manhattan Fish Market (Wangsa Walk)
146,Pizza Hut Danau Kota
146,Kenny Rogers Roasters Setapak Central
146,Domino's Pizza (WANGSA MAJU )
146,Domino's Pizza (SRI RAMPAI )
146,The Chicken Rice Shop (Jusco Alpha Angle )
146,KFC Wangsa Maju
146,Nando's Chicken AEON Alpha Angle
146,Nando's Chicken Festival City Mall
146,KFC Taman Melawati
146,Papparich (SRI RAMPAI)
146,Kenny Rogers Roasters Alpha Angle
146,Kenny Rogers Roasters KL Festival City
146,Secret Recipe (WANGSA WALK)
146,The Chicken Rice Shop (Aeon Big Wangsa Maju)
146,KFC Wangsa Maju DT
146,McDonald's Carrefour Wangsa Maju
146,Kenny Rogers Roasters Jusco Au2 Keramat
146,Zuraina Abd Majid
146,Mohd Nasir M Yassin
146,Restoran Bunga Emas
146,Chan Seng Hoong
146,Tan Kok Kin
146,Tee Tean Aik
146,Restoran Seafood Thiam Hua
146,Al Nur Foods Indust Sdn Bhd
146,Butter Block KS
146,Nice Cafe
146,Circle F&B Sdn Bhd
146,Mutiara Ace Marketing Sdn Bhd
147,Marco Polo Restaurant
147,Sahara Tent Restoran
147,KL Coffee Club Sdn Bhd
147,Teafe (M) Sdn Bhd - KL Citywalk
147,Kedai Makanan Wong Mei Kee
147,Restoran Vojon Bilas
147,Restoran Thai Sabye-sabye Sdn. Bhd.
147,First Marshal (M) Sdn Bhd
147,Bbq Spice Restaurant (m) Sdn. Bhd.
147,Lc Cafe
147,Restoran Rejab
147,Restoran Cuba Rasa Istimewa
147,Angelucci Sdn Bhd
147,Mont Oro (M) Sdn Bhd
147,Berjaya Krispy Kreme Doughnuts Sdn Bhd
147,Restoran Hua Wei Sdn. Bhd.
147,Prima Pengkalan Sdn Bhd
147,Koryo-won Fusion Restaurant Sdn. Bhd.
147,Restoran Mezban Chittagong Sdn. Bhd.
147,Koryo-won Fusion Restaurant Sdn. Bhd.
147,Greatfun Restaurants Sdn. Bhd.
147,Fnb Concept Sdn Bhd
147,Ths Restaurants Sdn. Bhd.
147,Restoran Mesti Cuba
147,Phd Delivery Jalan Imbi
147,Sek Yuen Restaurant
147,Starbucks Coffee (Pavilion KL)
147,The Coffee Bean & Tea Leaf (Pavilion KL)
147,Johnny Rockets (Pavilion KL)
147,Dolly Dim Sum (Pavilion KL)
147,Hb Gourmet Desserts Sdn Bhd
147,Azzurro Sdn Bhd
147,Euro Wings Sdn Bhd
147,Bavarian Bierhaus
147,Nice Life Healthy (F&B) Sdn Bhd
147,Divers Paradise Cafe Sdn. Bhd.
147,Cheezy & Coffee Sdn Bhd
147,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Prince Court Hospital
147,The Coffee Bean & Tea Leaf (M) Sdn Bhd - KL Pavillion
147,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Wisma Genting
147,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Suria KLCC
147,Chakri Group Of Restaurants (m) Sdn. Bhd.
147,Crave Oyster & Seafood House Sdn Bhd
147,Am Fazlina Maju Curry House
147,Bryanpaul Cafe
147,Grand Saisaki Sdn Bhd
147,Central Steak Restaurant
147,Gogung Fusion Restaurant (klcc) Sdn Bhd
147,Restoran Xin Wah
147,Honyun Restaurant Sdn. Bhd.
147,Asian Kitchen (M) Sdn Bhd
147,Andalas Restaurant
147,Leng For Leng Tong Restaurant
147,Daily Bread Cafe Sdn. Bhd.
147,Restoran Xi An Xiao Chu Sdn Bhd
147,Drift Hospitality Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Tai Thong Group Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Berjaya Starbucks Coffee Company Sdn Bhd
147,Gui Zhou Yong Rou Fen Restaurant
147,Akarumi Sdn. Bhd.
147,Berjaya Burger Sdn Bhd
147,Berjaya Burger Sdn Bhd
147,Restoran Oversea (imbi) Sdn. Bhd.
147,Gourmet Kitchen Sdn Bhd
147,Pier Seafood Sdn Bhd
147,Chang Chang Lai Restaurant Sdn Bhd
147,Tea Junction Cafe Sdn Bhd
147,Executive Coffee Sdn. Bhd.
147,Executive Coffee Sdn. Bhd.
147,Lu Ding Ji Restaurant Sdn. Bhd.
147,Restoran Hong La Qiao (m) Sdn. Bhd.
147,Restoran Minmax Sdn Bhd
147,Alexis Group Sdn. Bhd.
147,Bujang Valley Restaurant Sdn. Bhd.
147,Teo Chew Restaurant
147,Ozeki Italian Restaurant
147,Paradise Reyan Sdn Bhd
147,Fayas Curry House
147,Lao A Po Restaurant Sdn. Bhd.
147,Sushi Jiro Sdn Bhd
147,San Francisco Coffee (Wisma UOA 2)
147,Restoran Pride Of India Sdn. Bhd.
147,Restoran Pride Of India Sdn. Bhd.
147,Elie Cafe
147,Restoran Mamak Bistro
147,Red Lobster Restaurant Sdn Bhd
147,Tetrasol (M) Sdn Bhd
147,Rokko Restaurant Sdn. Bhd
147,AFC Ali Corner
147,Fuzio Bar & Restaurant Sdn.bhd.
147,Ghazal Mahel Sdn Bhd
147,Dongfang Restaurant & Hotel Sdn. Bhd.
147,Urban Bar Concept Sdn Bhd
147,Easy Cuisine Sdn Bhd
147,FC Club Sdn Bhd
147,Popular Essence Sdn Bhd
147,Bonjour Garden Sdn Bhd
147,Troika Sky Dining Sdn Bhd
147,Purple Horizon Sdn Bhd
147,Karuizawa Kogen (M) Sdn Bhd
147,Restoran Bbq Nights (M) Sdn Bhd
147,Smith Success Sdn Bhd
147,Smith Success Sdn Bhd
147,Tarbush Al Halabi Holdings Sdn.bhd.
148,Jombali Sdn Bhd
148,Jiran Cafe
148,Pizza Hut Restaurants Sdn Bhd - ( Melawati Mall)
148,Pizza Hut Restaurants Sdn Bhd - (Wangsa Maju)
148,AZR Maju Food & Beverage
148,Restoran Pucuk Di Cita
148,Hadramawt Kitchen Sdn. Bhd.
148,Restoran & Kafe Dulang Emas
148,Delicious Barbeque Sdn Bhd - (Melawati Mall)
148,Halwa Al Azra Cafe
148,Restoran Al Faiz Maju
148,Empire Sushi Group Sdn Bhd
148,Sakura Kristal Kafe & Restaurant
148,Patatimo Sdn Bhd
148,Aspac Restaurant Sdn Bhd
148,Kafe Skrin
148,Qsr Stores Sdn Bhd
148,NZ Retails Sdn Bhd
148,Mosa Ventures Sdn Bhd
148,Gourmet Chef Permata Sdn. Bhd.
148,Cosy Place Restaurant
148,Ncr Concept Sdn Bhd
148,Pizza Hut Restaurants Sdn Bhd - (Taman Permata)
148,Cosmo Restaurants Sdn Bhd
148,Jombali Sdn Bhd
148,A&W (Malaysia) Sdn Bhd - Banda (Wangsa Walk)
148,Sushi Kin Sdn Bhd
148,Silverwell Sdn Bhd
148,Mba Crew Sdn Bhd
148,Pops Eatery Sdn Bhd
148,Dommal Food Services Sdn Bhd
148,OldTown White Coffee Taman Permata
148,Sushi King AEON Big Wangsa Maju
148,A&W (Wangsa Walk)
148,The Manhattan Fish Market (Wangsa Walk)
148,Domino's Pizza (WANGSA MAJU )
148,Domino's Pizza (MELAWATI)
148,McDonald's BHP Taman Melawati DT
148,KFC Taman Melawati
148,Kenny Rogers Roasters Alpha Angle
148,McDonald's Shell Ulu Kelang DT
148,The Chicken Rice Shop (Aeon Big Wangsa Maju)
148,Secret Recipe (WANGSA WALK)
148,KFC Plaza Giant Melawati
148,KFC Wangsa Maju DT
148,McDonald's Carrefour Wangsa Maju
148,Kenny Rogers Roasters Jusco Au2 Keramat
148,Restoran Baixian Sdn Bhd
148,Mohd Nasir M Yassin
148,Al Nur Foods Indust Sdn Bhd
148,Nice Cafe
148,Butter Block KS
148,Mutiara Ace Marketing Sdn Bhd
148,Kedai Ayamas @ Taman Melawati
149,Wang Palace Restaurant Sdn. Bhd.
149,Nasi Kandar Aliif Maju
149,Hamzah Bistro
149,Cosmo Restaurants Sdn Bhd
149,Amira One Bistro
149,Kedai Makan Musa
149,Restoran Hajris
149,Restoran Rhu
149,Restoran Rhb
149,Restoran Fithrah
149,Restoran Nasi Kandar Sayat
149,Restoran Nasi Kandar Ms Maju
149,Restoran Nourish
149,Restoran Chan Chan Chicken Rice
149,Berjaya Starbucks Coffee Company Sdn Bhd
149,Mydragon Restaurant Sdn.bhd.
149,Restoran Hajris
149,Nasa Bistro
149,Ayam Penyet Api Sdn Bhd
149,Prp Distribution Sdn Bhd
149,Restoran Al Amal Maju
149,Resoran Nasi Kandar Ali Maju
149,Chef Favourite Sdn Bhd
149,Sky @ Land Ventures (M) Sdn Bhd
149,Kedai Makan Musa
149,Restoran Wan Guan
149,Coffee Box (Sri Gombak) Sdn Bhd
149,Wonderful Lifestyle Sdn Bhd
149,HD Marketing & Distribution Sdn Bhd
149,Suka Sucre Bistro
149,OldTown White Coffee Bandar Sri Permaisuri
149,Pizza Hut DWI Tasik Pemaisuri
149,Domino's Pizza (BANDAR SERI PERMAISURI)
149,"KFC Taman Pertama, Cheras"
149,McDonald's Shell Cheras DT
149,Papparich (BANDAR SRI PERMAISURI)
149,Attyka Restaurant
149,Dhurbar Restaurant
149,Papparich (WISMA CKE)
149,Kedai Ayamas @ Bandar Tasik Permaisuri
149,PRP Distribution Sdn Bhd
149,Mydin Pitchai Ismail
149,Restoran Sin Tai Thong
149,Restoran Kim Hong
149,Cosmic Alliance Sdn Bhd
149,Kedai Makanan Laut Tai Thong
149,Wong Siew Mun
149,Hung Kee Eating Shop
149,Coffee Box Sdn Bhd
149,Jun Kee Restaurant
150,Marco Polo Restaurant
150,Sahara Tent Restoran
150,KL Coffee Club Sdn Bhd
150,Restoran Khyber Darbar
150,Teafe (M) Sdn Bhd - KL Citywalk
150,Kedai Makanan Wong Mei Kee
150,Restoran Vojon Bilas
150,Restoran Thai Sabye-sabye Sdn. Bhd.
150,First Marshal (M) Sdn Bhd
150,Bbq Spice Restaurant (m) Sdn. Bhd.
150,Lc Cafe
150,Restoran Cuba Rasa Istimewa
150,Angelucci Sdn Bhd
150,Mont Oro (M) Sdn Bhd
150,Berjaya Krispy Kreme Doughnuts Sdn Bhd
150,Restoran Hua Wei Sdn. Bhd.
150,Abs One Bistro Sdn. Bhd.
150,Prima Pengkalan Sdn Bhd
150,Koryo-won Fusion Restaurant Sdn. Bhd.
150,Koryo-won Fusion Restaurant Sdn. Bhd.
150,Tokutoku Japannese Restaurant Sdn.bhd
150,Fnb Concept Sdn Bhd
150,Ths Restaurants Sdn. Bhd.
150,Restoran Al Jamil Maju
150,Restoran M.s. Star
150,Restoran Joyo Abadi
150,Phd Delivery Jalan Imbi
150,Starbucks Coffee (Pavilion KL)
150,The Coffee Bean & Tea Leaf (Pavilion KL)
150,Johnny Rockets (Pavilion KL)
150,Dolly Dim Sum (Pavilion KL)
150,U-Cafe Sdn Bhd
150,Hb Gourmet Desserts Sdn Bhd
150,Hafila Maju Sdn Bhd
150,Azzurro Sdn Bhd
150,Euro Wings Sdn Bhd
150,Bavarian Bierhaus
150,Aldemshqi Trading Sdn Bhd
150,Nice Life Healthy (F&B) Sdn Bhd
150,Kedai Makan Citarasa Aceh
150,Divers Paradise Cafe Sdn. Bhd.
150,Cheezy & Coffee Sdn Bhd
150,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Suria KLCC
150,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Wisma Selangor Dredging
150,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Wisma Genting
150,The Coffee Bean & Tea Leaf (M) Sdn Bhd - KL Pavillion
150,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Prince Court Hospital
150,Chakri Group Of Restaurants (m) Sdn. Bhd.
150,Crave Oyster & Seafood House Sdn Bhd
150,Bryanpaul Cafe
150,Restoran Nasi Kandar Al-maajid
150,Grand Saisaki Sdn Bhd
150,Central Steak Restaurant
150,Gogung Fusion Restaurant (klcc) Sdn Bhd
150,Honyun Restaurant Sdn. Bhd.
150,Asian Kitchen (M) Sdn Bhd
150,Andalas Restaurant
150,Leng For Leng Tong Restaurant
150,Daily Bread Cafe Sdn. Bhd.
150,Restoran Xi An Xiao Chu Sdn Bhd
150,Drift Hospitality Sdn Bhd
150,Tai Thong Group Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Berjaya Starbucks Coffee Company Sdn Bhd
150,Gui Zhou Yong Rou Fen Restaurant
150,Akarumi Sdn. Bhd.
150,Akarumi Sdn. Bhd.
150,Berjaya Burger Sdn Bhd
150,Berjaya Burger Sdn Bhd
150,Restoran Oversea (imbi) Sdn. Bhd.
150,Gourmet Kitchen Sdn Bhd
150,Pier Seafood Sdn Bhd
150,Chang Chang Lai Restaurant Sdn Bhd
150,Tea Junction Cafe Sdn Bhd
150,Executive Coffee Sdn. Bhd.
150,Executive Coffee Sdn. Bhd.
150,Lu Ding Ji Restaurant Sdn. Bhd.
150,Restoran Hong La Qiao (m) Sdn. Bhd.
150,Restoran C I
150,Restoran Minmax Sdn Bhd
150,Alexis Group Sdn. Bhd.
150,Bujang Valley Restaurant Sdn. Bhd.
150,Teo Chew Restaurant
150,Restoran Sup Al Deen
150,Ozeki Italian Restaurant
150,Paradise Reyan Sdn Bhd
150,Lao A Po Restaurant Sdn. Bhd.
150,San Francisco Coffee (Wisma UOA 2)
150,Restoran Pride Of India Sdn. Bhd.
150,Restoran Pride Of India Sdn. Bhd.
150,Elie Cafe
150,Line Clear Curry House Sdn Bhd
150,Red Lobster Restaurant Sdn Bhd
150,Red Lobster Restaurant Sdn Bhd
150,Tetrasol (M) Sdn Bhd
150,Rokko Restaurant Sdn. Bhd
150,Restoran Hidangan Samudra
150,Pak Kebabs Kitchen Sdn Bhd
150,Fuzio Bar & Restaurant Sdn.bhd.
150,Ghazal Mahel Sdn Bhd
150,Dongfang Restaurant & Hotel Sdn. Bhd.
150,Soulmate Coffee & Cafe
151,Sahara Tent Restoran
151,Han Woo Ri (M) Sdn Bhd
151,Phd Delivery Taman Putra Sulaiman
151,Eco Awareness Sdn Bhd
151,Aiman Lifestyle Sdn Bhd
151,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Ampang
151,New Sensations Cafe Sdn Bhd
151,Berjaya Starbucks Coffee Company Sdn Bhd
151,Berjaya Starbucks Coffee Company Sdn Bhd
151,Berjaya Starbucks Coffee Company Sdn Bhd
151,Berjaya Starbucks Coffee Company Sdn Bhd
151,Poly Ocean Sdn Bhd
151,Restoran Mamak Bistro
151,Shaghayegn Restaurant Sdn Bhd
151,Restoran Teochew & Hakka
151,Secret Recipe Cakes & Cafe Sdn Bhd
151,Secret Recipe Cakes & Cafe Sdn Bhd
151,Kapalaya Tomyam
151,Maxandcarl Global Resources
151,Pelita Samudra Pertama (M) Sdn Bhd
151,Restaurant Chef Choi Sdn Bhd
151,Pampas Burger Sdn Bhd
151,Berjaya Starbucks Coffee Company Sdn Bhd
151,Wan Chopati Sdn Bhd
151,Pak Ya Chinese Muslim Food Corner
151,Manna Nutrient Sdn Bhd
151,Kepiting Specialist Sdn Bhd
151,Soondae Ya Korean Restaurant Sdn Bhd
